id,shop_id,tag_id
59dda188727a4171aaa7bbe0449cd3f9,ad61a0c5a1284f0e9b7d8488f448f201,cbf9343591b94b1fa7f3e82e8181974c
0b7270f7b7e149b9a1e16fbed4f072cf,38e0e6f6eb3e441c97d8b6b831b822e8,dfeae8c3d74048afb93148548975f8ca
cff7c4f0304c4f6fa893e0307986fa48,135b01a0ab4a4119a2578939a77ed1e9,7fc3cd7be85b42ddae5fadbf2575e7ad
6ab4d1aca6ba4d5f9be0f448a247ee9a,a18bd1c284e543d887f4f42da04fd620,de84d369284d414bbe8f916e8b00dba5
432473705ff14132afa3e968d4a2ec36,67bb93d4e0064147bee7df987385ba44,de84d369284d414bbe8f916e8b00dba5
3b69006475e84b7d9877821ed123d5a0,bf144ebbe2404c83b569d25b20920887,91bf373871884250a06ccb4dbb4e94da
dc6c4374dc3240f780aed904cf5064ef,80f6d62fc986452d8141d231d0bd4784,9152010b683c48cab47bde45d922d076
594cd6a6f9d5445aa0ca8b5b93bbd6df,ef07b5e273124ab38b4fba349f090728,de84d369284d414bbe8f916e8b00dba5
3cf7b56c532140f184813e68e57342ce,a9e657a46de04586be1220993ab959f2,de84d369284d414bbe8f916e8b00dba5
4dca520effa545de9bdc5b1bd99735ab,d73d4a66047c442db30500ecd941e0d1,7fc3cd7be85b42ddae5fadbf2575e7ad
343e5be9da2e41bba031011ea925a128,39e5f81b71ed4b8f8ad180e722848400,2b3cc30c9d3040c8a750fe68766d07e3
0ca03709f40e40379762f8ef8baa5397,eed00e47839d417681bf124b4a82557e,d4d780fa701d41f3ab7c804a0319c7f8
03fe478d433e43db80d04344b235287c,902703f9ad924627b3343955f1d2d610,d4d780fa701d41f3ab7c804a0319c7f8
d10181474b6d4fb18af9cdfa08b50f77,3d40a684ffce40e68c85d23a53bd2ca7,7b7fc4c2cc974eae90f9dadf7e7b0318
cff42cfe48c844ce84c4ca04bdfce74a,2d7bbb4767f349dabd70e98e6dac4cc3,2b3cc30c9d3040c8a750fe68766d07e3
f48f9d38a9544ba2b4da96e85ff7ed43,004e87a0c7294d70b5e8d161161946ff,291dd2dbb73a48baa914c5dd84ea3db1
7c3364346c6740148376b313c8329faa,b837ad7b66eb4e02b1b2e725169de0e6,b2ab4fe6bef140279474c3d018e26443
4c25078157f444c1bf7103c5cec144aa,1cffa6ff4d3446bc88f4e0954b8c7023,b2ab4fe6bef140279474c3d018e26443
caafbcb5f0f543949cfc65c46c486bc6,d56d8110f01844d5b7c10a7bb5795ecb,2fafc6acb0c146f0918247192fc5c7b4
ac0329428c95434bba8c1dbbb11701ac,cc421d58242c4cf886e623e455ded57e,cedb1a6eb0df497e891b209fbea4cf9e
d84e2155904d4251a057777ed341c2e1,78c9f529f7c44d5eaf2556a59573fc69,cbf9343591b94b1fa7f3e82e8181974c
d3cbf18636874588a61597ae45b5bd3b,c0e314cf87f14e7cab1753515c88ddeb,b2ab4fe6bef140279474c3d018e26443
5d84d86c3bd34e4c8b07f4627e9a0890,098d7d54466b4c908cf620a506d8d1e7,9b7ea07cad544099bc99fe103283329f
5cb3406d72194de19d1853f87ddf6619,c5a8432f9faf47b8a5fe5d53c80359a7,9f0808041e224a5db45d990342f5c4a4
7c25fe0d64fb48aa8ba0ec4d9f32d3a5,8a79b3eefad44934aef10ae12335cf6e,cbf9343591b94b1fa7f3e82e8181974c
5e7d237a34ab4e8c98c26fb9fc4110e9,0676fadcada94bb4aad93a5acc52e165,cdedd2f12dfb4d31b4bcad0912acbe5e
996d9516ad5942eb887823d03eef4c7e,da4eca5a07c746babf56d53c1218b9f6,cedb1a6eb0df497e891b209fbea4cf9e
a458aae69cf041eda22e6ed0f810663f,9fa4933e04944789afa58f695beb0f92,c60239a9d99f4f619627b523487bab51
fd91ba0189d84e1eb863b11128a572ed,50425ebbcaf64f70ab2ecca030584ef2,2fafc6acb0c146f0918247192fc5c7b4
fb17c910628148f4bc391645948e45a5,0d25373fb2e44c32bbdaf1348fdc2929,cdedd2f12dfb4d31b4bcad0912acbe5e
d176e6df92494d088407962a2608b6b4,1b8e65f649724724a329c08ec54c0a5f,91bf373871884250a06ccb4dbb4e94da
f3027bb857ef4b64835e4b2ee22b87bd,7cb951e0256d4603aad531408889b812,d4d780fa701d41f3ab7c804a0319c7f8
e73e97c3e4704a4da88cb8afcecb369f,affcea1c4063472ead9751e2ee06eafa,d4d780fa701d41f3ab7c804a0319c7f8
258c7528d33142fe89a959caf93d5738,ade8f18db27d4b7090ec161cbd301105,de84d369284d414bbe8f916e8b00dba5
4e586f26ba0d411ca77402ff7a41c5b4,b0489214b3df4dc99cf41880ce3fd18f,c60239a9d99f4f619627b523487bab51
c4318982d0d2466ab6856ffb858ca8e6,22b1d6f20eeb4d9cb47858a4e4a8cf23,2fafc6acb0c146f0918247192fc5c7b4
d04de1d21e0a4f2a95c4ccdd16a2ac5a,4eea5f8948054971a1af2450f4552958,9b7ea07cad544099bc99fe103283329f
a0ca0af482b74506b6d6befa2df64025,aa66633365c2430689983e8664fb27af,9152010b683c48cab47bde45d922d076
85c5268a60a54f2bb56801e482c3c2b9,d751b098fc38456bb32c2d3b575f709e,9b7ea07cad544099bc99fe103283329f
1ddab89b397742269326e8616d8cbd82,c9a6096eb6c8495fb3b114eb57f05886,dfeae8c3d74048afb93148548975f8ca
2418759ea36c4ab4a25d05836bc77e84,dbd9e861fb5d43d6bc7f67af03bd1624,24eaf196e17f4972b735e6a4f3e12175
f4facc6459694c979f08b9987ff05262,9d77800d7ccb46e9bc2c37d89ad00e4c,dfeae8c3d74048afb93148548975f8ca
5c0042cc2ae643ff85a1d62cc36aa7ab,58cb41ba64ec426cbbbf2a484cae68c4,cdedd2f12dfb4d31b4bcad0912acbe5e
e7e114eb0f974cbeb657e2f145b3970b,afda515ffa1e464ba9f224f1027a39a7,8cc6d1d158094d4aa18cbee8e4e6a2a9
bbba00d5c06f49cca750d5c241555a94,5bb44bd5fe8d4bdb845d0f08e4316254,9b7ea07cad544099bc99fe103283329f
65397927206149309eddc38bca80733d,1bc188aaee204f12a8509f15854e4ffe,dfeae8c3d74048afb93148548975f8ca
39a41c19242c4d6ab4ddcbfc95dd9c69,7f87d7f65af045d488c89ff4163cc018,d44c8601e2204cfb85f53b7e5d42e310
9f363c90d4e1422e845ea32bd4caff87,937f79cecbb849d7871f3c25c329d63a,9152010b683c48cab47bde45d922d076
879ff84dc31b48c4a81b76ac0c259e39,2133f4bb5ebf4205b49118ae63ea1d04,f93983376bde4275872a7a2d13069b90
f46834729a4f4d39a8365e4d56adce21,8ae594fbe5324c269bb10529975f9fd2,cbf9343591b94b1fa7f3e82e8181974c
97cea889cf6445b29b1f29966018f7bf,26a23a52416f4c7a818b1ff64134eb9a,d9e7d54278a745a2bc476796e85c1315
1a39d07a4d4145649d6fabcb41360fe8,090a9db64bf6415aab09f18c1dedcdb9,c60239a9d99f4f619627b523487bab51
0465176c598b4e03bf277e8594c9b420,8f20f18b760e40928285051fd8805a8a,7b7fc4c2cc974eae90f9dadf7e7b0318
e9a0e41ecd5244b6ae233aa0aa83d7ed,4b8ba565aa4b4f15b75a0a84543913f0,b2ab4fe6bef140279474c3d018e26443
ecf270d4b9d84092996e1ed791e838c6,7107643076bf4c37b5ef068bc6498097,2b3cc30c9d3040c8a750fe68766d07e3
484a9587498d43868b648c114d06561c,7f2b2ffec716431eb27ab49db93f5699,2b3cc30c9d3040c8a750fe68766d07e3
262f652bd9474e9cbcb600d9f150f0ac,243a37a874a04f6ab10b07e78649acb9,dfeae8c3d74048afb93148548975f8ca
6ddb333602474f3cb66dfe027773914f,0f64b91500434a5da04446ad99318fa4,6306dd97e2af4c4dad7c08b763c12e21
7bc5ab12db194908bc3849a2ec7cfd09,a6439f6771654ce18feacd2afbcd8566,16826835784d4d7a9c6600ad1e033adc
850bb976abe04633b15272c982994f50,8409a7921faa401e959e634c4620e1e8,7fc3cd7be85b42ddae5fadbf2575e7ad
953d968b33bf4a4b95ecd1ffda809b33,9aad907dd8a64f6e81006399aa3c3a74,91bf373871884250a06ccb4dbb4e94da
c16ecafeda8549f6a50a6b91c655d3e7,477fb767ed564e74acb094736950113b,7b7fc4c2cc974eae90f9dadf7e7b0318
6cad2ca4f8fc4960ae541f471879a349,585e6cddf3e7426482c8745c6fd7b269,9152010b683c48cab47bde45d922d076
5821ede8952149ad92be70686626f7d1,7eba68931b904f8582f2425ef3339143,c60239a9d99f4f619627b523487bab51
4e05a49ae1e6461ca05a3856e7249b86,3e6364bed121455285060f82aa43a9df,b2ab4fe6bef140279474c3d018e26443
5b3d3eeded1d4119bdab274f2689c3b6,4bbf8b961f534728ba78bebadd62bdb8,cedb1a6eb0df497e891b209fbea4cf9e
df72bac6ae6e4b8baf4a45a3137538ac,6a7a69d4b0454b33a27ba28fcbd65227,b2ab4fe6bef140279474c3d018e26443
66e0d3915ccb43d09201c7c75ee514bb,34a323f41be34085aaa0197e43d5cad7,2fafc6acb0c146f0918247192fc5c7b4
8ec293ccc3904780a9ca20817e1db88a,d3fb88ccf0474faca5b19192808e6a2e,d4d780fa701d41f3ab7c804a0319c7f8
8cf0b1c6dbaf4d4e843ef0ad3c439329,98a5258c2c7141c08f4c0f1ab990ea80,7b7fc4c2cc974eae90f9dadf7e7b0318
63a6d7bfb05542a4a04f454d9f13d677,5577ab810b334390a3fcba5b3d3abe95,d9e7d54278a745a2bc476796e85c1315
b119694e1d7e44c3bbddbbe6fa38adaa,1a7892fa824340a2ae729533f639df65,dfeae8c3d74048afb93148548975f8ca
4bdb8a83535d44c3bf7d87d1b0a643ad,5e37eb835f16416d951e64a2a4a18e96,de84d369284d414bbe8f916e8b00dba5
6ba727f15ef7427a81d212fdcc925a97,f3f35fa19f314d779db36bb05aa4ce7a,91bf373871884250a06ccb4dbb4e94da
3fec5fe7c208418ca67ea767f3f6ee23,24d517ca01944ac4b658d58457e3fad8,f93983376bde4275872a7a2d13069b90
5ce161b50cee4c1793329520597edd86,a28467538500486792937487f75b541a,7fc3cd7be85b42ddae5fadbf2575e7ad
5a4ccd22b689447ca5c6ecb0a9756447,cd2418900c9e4f4cb9db3a39c16a35ed,d44c8601e2204cfb85f53b7e5d42e310
0ab50c7909574b14b328e4bb44172cea,32e7bef3cd104adb9f8d18e36e720d6d,291dd2dbb73a48baa914c5dd84ea3db1
b69f770f203945a78d2cd213a4a6e401,f2aeb126024649288117f7fbd647398f,291dd2dbb73a48baa914c5dd84ea3db1
7762e13056a04dc2bf8f6be9a6a6c944,a45b372edced406083e55699f8eaca60,dfeae8c3d74048afb93148548975f8ca
806546c4c66442348be1f85bb1c3468c,d1fffba8fdad406bac9aa2e092f23520,c60239a9d99f4f619627b523487bab51
0830efee89754f7c8be34de945af4d1a,0585195de7704d26921dded619306f16,9127c37168554517880993376d88cb38
b6edaa6f0a9a443f9b4d42d960572cb6,7b9c5e8a78fd45048cb8f960f0623d8d,b2ab4fe6bef140279474c3d018e26443
8fadc03411fb459c82dd524da345d418,7861421cfd09409086d03947cc96f90a,9b7ea07cad544099bc99fe103283329f
6e32f009d8d0433da1d21a6caccfdd2b,f689c857cd9f48deb3bf1a3670cd5fe2,16826835784d4d7a9c6600ad1e033adc
6628e54c2d8c46419c8d46b67299951c,a787e61324184c2094b5cfd6b6cddd12,cbf9343591b94b1fa7f3e82e8181974c
e6a12ad3c3da46ddbbb3179ea0a8c926,bf54bd2d093b42e18d30ac44eff108d8,8cc6d1d158094d4aa18cbee8e4e6a2a9
8916864009784232b4d25b65e9fac885,fab561bab1e645318a9fdda1af1d2177,24eaf196e17f4972b735e6a4f3e12175
1d9720ba84e14a0481348adbef3e7be7,28f6ea20176041a69030713f4aab58ab,2fafc6acb0c146f0918247192fc5c7b4
0692f739e74d488a83a1bdd58260d975,5e317662326b414cbafd4616df8edf7f,2fafc6acb0c146f0918247192fc5c7b4
2c58cda0e20a4dd9bf853faa01649da4,7a30eda7a6c2412aa5e0ea1df53a2f78,91bf373871884250a06ccb4dbb4e94da
fde85c1b516b49b8bda7f8a2053ea827,2245a159dd444b2e8b8baaf6874e03ff,7fc3cd7be85b42ddae5fadbf2575e7ad
1ea6047c28884219bf3ad23437d25dcc,55d54798b7d24e13ad75d82ee71b3c03,16826835784d4d7a9c6600ad1e033adc
1e1092aa61cb4c8f846ea8a46c0674b1,c9dab352758449f69d0dcb185c50ac53,16826835784d4d7a9c6600ad1e033adc
acadd7ebaeaa4b72a790e9181a7d9958,c68119c6ea8d462c8587cf9137954df6,16826835784d4d7a9c6600ad1e033adc
a2530b446b34401b81e31329c23249e9,d82d8e49ecb84b0ea51f5996eaacb5b4,c60239a9d99f4f619627b523487bab51
62cb7dfa4b5a4712a9fee49434ed6efa,54ea1e3c72c4432e8b2018d1955aac77,f93983376bde4275872a7a2d13069b90
ea78a23abfa74ae8ad31fbb45fb1cf4a,902703f9ad924627b3343955f1d2d610,958e57b738e54098aeafcbbf171b6746
e17baa2d6ebb47f5a563709d319b6249,b88a3f667d1a46578372545dd69debb9,91bf373871884250a06ccb4dbb4e94da
0f9687a6e2b848249c0665f505b513ce,a9aa417254014102994ef09a28ddaea7,291dd2dbb73a48baa914c5dd84ea3db1
b14e0a0f06a7440f9ddc957830dafee2,e9ffdabdd00247c5bec87408c5a87160,9f0808041e224a5db45d990342f5c4a4
10977d79a08248998031d572012b1ae4,9bb759a7a7dd42f58e106931c4558423,b2ab4fe6bef140279474c3d018e26443
ebd6f8b245684fe283349979e4faee28,dd788a92328f48af99a022aa80d9dfc4,24eaf196e17f4972b735e6a4f3e12175
303c8712759248a098737b8dd8eee9f0,3753cd51b2e3405294f5a21b1f767e61,d9e7d54278a745a2bc476796e85c1315
7f3b893eae934a6dbd46ec9f71e67735,aca4c7a06d164c1aa654b282d6d6541e,d4d780fa701d41f3ab7c804a0319c7f8
0e15882d8ba94f4c9b46673be7f4f16c,f78714f93e1f43d684bae29a31ac450f,d4d780fa701d41f3ab7c804a0319c7f8
5808893633324fb8bb59a04b112049ee,5707b02126994540904e93b6080d7fa4,c60239a9d99f4f619627b523487bab51
92d959e88c2f49da8f6188be2e8d9fa2,720e4009a8c44d6185b8f93b5e3376a3,de84d369284d414bbe8f916e8b00dba5
d2d82609fba9407c8698b9f5cf3c9a60,5535a561d3804df2a03d9fc16e9e56df,8cc6d1d158094d4aa18cbee8e4e6a2a9
79bba9236ede428f96daa218f3c9ecb9,740ef44e955e46d9a7d07c296d2f9681,7fc3cd7be85b42ddae5fadbf2575e7ad
9d2c3b373fbd4d4990e47afe1b8317d1,ba89fd91e3834233934163e25a116f3d,9127c37168554517880993376d88cb38
895125b1efb641d18725d44e62932efe,8118f2ec1e5d4fa89ca7ba56d2228df7,d44c8601e2204cfb85f53b7e5d42e310
1a9bef45bd1a4d069d5aa5970db8c271,e0913129bcb1412988f98b1e4e13478b,8cc6d1d158094d4aa18cbee8e4e6a2a9
825ec0fc2c5e4339b975fcb47e3b59b8,a14a1f3644b049ab9dcfd777f77ef27e,7fc3cd7be85b42ddae5fadbf2575e7ad
7ba3877ec8ee48deb42d72c40964e270,3bd4824bce0042608ae7e67e6bb633f1,f93983376bde4275872a7a2d13069b90
9e1ad96bc5f9428a88a61d3cf3cc9cfb,31785b6233034423b30909264ff45712,9127c37168554517880993376d88cb38
3723ac00803447369f288171678487a4,42f19458617f415181823a2e518867b6,cbf9343591b94b1fa7f3e82e8181974c
314658f978b643f197f61075577e15a4,1e6c4af66ca24889a42f895ac609dce6,2b3cc30c9d3040c8a750fe68766d07e3
e740d7edec2d410883d02ae32130f856,cb53e76437c14763bfdfdd633cdca271,cbf9343591b94b1fa7f3e82e8181974c
dac04f4d171c49cf9584097f7afeb209,fc3085caab3a4a37ab5fdefac4f76d71,8cc6d1d158094d4aa18cbee8e4e6a2a9
efb07fa5741b42b9bc4fafe2a2572b73,f7703c9a6a1a467abea8056b6eb0826c,24eaf196e17f4972b735e6a4f3e12175
78f4283285674be480f70dc80e635f6c,fdb5b9d1dc644605ae95f117dcbdf967,9152010b683c48cab47bde45d922d076
eff519c0f2b547a8b7b7734162ffbd6f,ad82a1d4f0c3463e93e53f49c754b92a,d44c8601e2204cfb85f53b7e5d42e310
e88ed2ef77da45be890f33d2a1ffaa44,4b5def375d744a6f8aac011206224bf8,cbf9343591b94b1fa7f3e82e8181974c
57ce4ae5ec974fe3a1abc138f04c7286,93f4f6fcfd2e4739b720e2d3f0ecc5ab,9152010b683c48cab47bde45d922d076
99b41a2b1f0b41229a20fd2521407ebb,76340b4b179043a5b78b683977fba774,291dd2dbb73a48baa914c5dd84ea3db1
142ec1bf91da4a06baa5fdf5fe4c3c02,1eb822f3f02d4aa5acb7d34a290d8897,d4d780fa701d41f3ab7c804a0319c7f8
1051a0102c354c968cf46dc535a29f8d,eb4255c95f3942d8a7fa1c69eb292dfc,de84d369284d414bbe8f916e8b00dba5
e0119d42f2994fc7b3da6e54db21575f,a5998d5317264b2da71caef8ddd2086e,24eaf196e17f4972b735e6a4f3e12175
a7c34c2bbfae48e48c844b09e653fd42,f335b92959454b65b0892c00b9d31624,6306dd97e2af4c4dad7c08b763c12e21
a47555d0f3694ab7a3382df37813ba6c,2f71093ebbaa435a822955cdbd5010a1,c60239a9d99f4f619627b523487bab51
ffd7c19f9c52472dad95b2e602d48442,668ba32e55e44e5bba47a0393a76adb3,cedb1a6eb0df497e891b209fbea4cf9e
8d961ab4e10b473aa531bf40abffbd0c,de454a3a0de84fd8a8d2bf547ee38a0e,d44c8601e2204cfb85f53b7e5d42e310
044fd0214c374de39c1428950255d1e0,07fa03d67cd54137add0a2f9cc36655e,d9e7d54278a745a2bc476796e85c1315
579e7333452b444c966c01523b265723,6cae2bb2b9eb49b9844b4073b77b67a4,d44c8601e2204cfb85f53b7e5d42e310
5a7fe48604614ea7ac97decfbbfbc5b9,c2963893e6364e08846916a9095af3c0,2fafc6acb0c146f0918247192fc5c7b4
722156ab22bf406299e61b34812666b3,937e535710254dc7b4138757efa9e659,cbf9343591b94b1fa7f3e82e8181974c
fbc63ae56c814c34ba476db307902b29,b8026b2e551144b89fb942ce5f332043,6306dd97e2af4c4dad7c08b763c12e21
fe5c41a938a14588ad2d6ba0fb39d611,c8e39215ee6249c28e7e58194c8e07bd,d44c8601e2204cfb85f53b7e5d42e310
c442c0f670784211845f4f1c33b36542,33dc9fc34dc74c69af2b6fe91acc8b49,16826835784d4d7a9c6600ad1e033adc
66709ae3ac794521814cd2701e2d7c90,7fa82ff2509848c389de795979fe1f16,de84d369284d414bbe8f916e8b00dba5
d0a72a03ac7b48c184c497fe29bdd822,c9b315612cf8421095a1f7e46824adf1,cedb1a6eb0df497e891b209fbea4cf9e
5e267bc746ba43c08380cf07dae9fbd0,f8894202fd5842cb93dea2c5f9700f54,d4d780fa701d41f3ab7c804a0319c7f8
1b7c0442c3454bd2b5c24535b9dbc76b,60fd3f3c76bd40ba85c2d7bb10eb3982,d44c8601e2204cfb85f53b7e5d42e310
be0d8b65703545c48de382788847b32f,79fe10aaf6ef46caa9c9fd296e0b1365,16826835784d4d7a9c6600ad1e033adc
93bf8188cecd472db162e70d20142ac7,8acb2fde485a41d1859b9f64628a8da2,91bf373871884250a06ccb4dbb4e94da
289628e527db42a1885df830b85fd9c5,1bac3aa54c3741068681e44c25870039,9127c37168554517880993376d88cb38
053e5f9cdf214f74823ceb5ada6fc6e7,025e161f8744408781d67dfa4773bdcb,d44c8601e2204cfb85f53b7e5d42e310
728a97c5bede4186b37c6b8feb9ae1a4,8ba85557e47e4deb96162461311b14ff,8cc6d1d158094d4aa18cbee8e4e6a2a9
e0e783b0559243a29a5e180dc5ff2032,991f191199274e81aef96928e0520fc1,9f0808041e224a5db45d990342f5c4a4
99daa69649ad410ba2df01dc1ae8599f,1f07ded1d185478a8fa619fd971d80cb,2b3cc30c9d3040c8a750fe68766d07e3
9b905a5549024b9a9ed16dda4c2f7e74,b170e8babc55479d97310efa5f21a35f,f93983376bde4275872a7a2d13069b90
d9b668a04ac1449d8b52d5c3acc87b31,af1910a5db04422494d1c99a787a1bbb,7fc3cd7be85b42ddae5fadbf2575e7ad
171e603fb4834384b0959313a9d480bb,4547fafa4d774ce6a0da4ee4c071b2f9,9b7ea07cad544099bc99fe103283329f
dd9a349f6d664fc6a543e73a70a14ea6,fea7cf0924934d2fbc7e8c5de4da0a00,d44c8601e2204cfb85f53b7e5d42e310
44b95c68791d4b55bdce00eafb9fc5e8,82609d57d9ff49aabf66dc2c3f4e4df3,9f0808041e224a5db45d990342f5c4a4
54b9e8c86a2f45cab80fb1ddb2e7adc6,45e2bc156e7a47ea8fc403a07f12e5f7,b2ab4fe6bef140279474c3d018e26443
bee59b99445e4e31a3635a95de77cb76,4d0fc63e8a924a97a83e26015c91b5e7,9152010b683c48cab47bde45d922d076
34eb9e5c5989410aac6e72e9cae3c902,45ab6a36fcff40839f4dfced2f4a7f8a,8cc6d1d158094d4aa18cbee8e4e6a2a9
dffb81b77c0648cb96fb1236563a8f7b,6058e7fbbff444a3863e5b5cda3bb6a5,d4d780fa701d41f3ab7c804a0319c7f8
c03a1bcd7e184d07ab95ad68feaa599f,0b5cdab347dc47478b83f89ad6c531ec,291dd2dbb73a48baa914c5dd84ea3db1
d06862fd650141f384d34c0a993db5c4,0e9f19084e294f7ba78ec2387bd91ed4,16826835784d4d7a9c6600ad1e033adc
9b5907b6a537443b872a15ec8086562c,c2bf76cad6b842a983c1a4cf806f05fd,291dd2dbb73a48baa914c5dd84ea3db1
eec7ea073dc9409b9346134db4416faa,83a60c6c05d14fe8b07b0639ca882b28,291dd2dbb73a48baa914c5dd84ea3db1
2a42237faf38441ca513dc99127767e9,ed93ce8c172a4ebaac23db149fac258f,2fafc6acb0c146f0918247192fc5c7b4
aa732790bd1345f59bf9507a0ecd6645,dfad5b5196d347e3812ea1dc4977d24c,dfeae8c3d74048afb93148548975f8ca
0d231855b54f4143b18d2b59f87fdc48,d1f84bdfb6c046f2a63977736ec475d3,cedb1a6eb0df497e891b209fbea4cf9e
48b9930517a44257879c4c85821d8bac,e07633a9192648b39dcaa6fec3d6d1c8,d4d780fa701d41f3ab7c804a0319c7f8
41f5451c9d3541819ad9062fe8136094,d99df1650b034c18bda85fa19b8e4cb5,cbf9343591b94b1fa7f3e82e8181974c
aec44eb69051438cb72e68a939dbb22b,bf952237be264f39a234b68922b32c1d,9f0808041e224a5db45d990342f5c4a4
28ad364bc6594d7b9018d7dd3a02175e,7688a6af0ce744fe8c8930e263058afa,cdedd2f12dfb4d31b4bcad0912acbe5e
13f97447722d4599a9a1873420facf4f,489337c83d704785be481b19b0c873be,291dd2dbb73a48baa914c5dd84ea3db1
51f5eddaa3c24fd28536baa5a8f99d63,ba4d20df4fde4528916bf575f642505e,7b7fc4c2cc974eae90f9dadf7e7b0318
50963765ba084bdf8ea7631b3b30cca3,8ba5579738524ddd993fcbde0a4b88f8,6306dd97e2af4c4dad7c08b763c12e21
7d23b7c301ac4018be565c207a747736,1c184baa928f49b088dcf0322b8c0d98,f93983376bde4275872a7a2d13069b90
13c500583141498c97505378bc79da88,1791075417df4ed5ad43415fc3adc790,2fafc6acb0c146f0918247192fc5c7b4
35db510c26b445e0825dc2e59cc79530,e19d4bbfbd4141f797ce535996e937cc,d4d780fa701d41f3ab7c804a0319c7f8
c1db67d08ce24c70ba00c84423a0d999,d9c828399d5f4f8384b25e055e9e1290,9152010b683c48cab47bde45d922d076
02716e32eb6b47a39a2d21b3a624e02f,4c47c5f5c8f54fae8aae24333ad1fbfc,cedb1a6eb0df497e891b209fbea4cf9e
05842cf03cc943689edd05a535d5898d,3f05723c26b84b8795373b033d0f6959,7fc3cd7be85b42ddae5fadbf2575e7ad
78558e546c554088bb7ee148bd9d7bfa,dda40d4c45d74997a2070c3fc2fd57e2,b2ab4fe6bef140279474c3d018e26443
d32783301b03479b8bdf0b489584eb38,4d8af07be25241608f4f9ef9642ca0a8,de84d369284d414bbe8f916e8b00dba5
6ee6f7618d2c40f290434cc9176d4d48,f8bed5fda0e943d3ac92541fd73e503d,9127c37168554517880993376d88cb38
17b7d84506774ad7afa79ccd02011b62,12f603d4b9404fdaa53a1aef14ee851a,24eaf196e17f4972b735e6a4f3e12175
03dcc956a74b43a9970690646d8543f4,dfcd3fe07b1546a19396f112cd94291d,de84d369284d414bbe8f916e8b00dba5
4d3daa711bfb44d5bcc54a23c371b577,b3c234aade67472e8a29d9acdd80de77,958e57b738e54098aeafcbbf171b6746
